volume,chapter,title,central_thesis,necessary_premises,dependencies,novel_contribution,strongest_objection_or_review_question,structural_function,provisional_disposition,source_count,status
03-minds-and-machines,29-the-ai-fork-is-about-agency,The AI Fork Is About Agency,"The AI Fork Is About Agency develops the central proposition framed by its subtitle, “Prometheus, again.”",Prior linked arguments plus chapter steps: The Gutenberg Arc; Prometheus in Code; The Cognitive Reservoir; The Fork,book/03-minds-and-machines/27-artificial-intimacy.md; book/01-physics-of-agency/20-chaos-as-foundation.md; book/03-minds-and-machines/23-the-agency-criterion.md; book/03-minds-and-machines/24-the-dialectic-catalyst.md; book/03-minds-and-machines/25-the-discipline-of-thinking-with-ai.md; book/03-minds-and-machines/28-programming-after-programming.md; book/03-minds-and-machines/30-making-sense-of-pdoom.md,"Canonical book treatment of The AI Fork Is About Agency: Prometheus, again.","Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
03-minds-and-machines,30-making-sense-of-pdoom,Making Sense of P(doom),"AI catastrophe estimates are time- and information-indexed Credences whose event definitions, models, and sensitivity to disputed assumptions must be explicit.","Prior linked arguments plus chapter steps: The Number in the World; The Missing Clock; The Values Problem, Engineered; How Orthogonal, Really?",book/01-physics-of-agency/09-measure-vantage-branchcone.md; book/02-conditionalism/11-measure-and-credence.md; book/02-conditionalism/22-probability-after-probabilism.md,Canonical book treatment of Making Sense of P(doom): Risk arithmetic and the Value-9s.,"Are numerical risk and Value-9 assumptions empirically grounded, time-indexed, and separated from the author's policy commitments?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
03-minds-and-machines,31-the-cassandra-and-the-blueprint,The Cassandra and the Blueprint,"The Cassandra and the Blueprint develops the central proposition framed by its subtitle, “Yudkowsky, witnessed.”",Prior linked arguments plus chapter steps: The Torment Nexus; The Race; One Root Error; The Internal Frontier,book/03-minds-and-machines/35-the-future-is-extropian.md; book/01-physics-of-agency/15-quantum-free-will.md; book/03-minds-and-machines/30-making-sense-of-pdoom.md; book/03-minds-and-machines/32-steelmanning-doom.md,"Canonical book treatment of The Cassandra and the Blueprint: Yudkowsky, witnessed.","Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
03-minds-and-machines,32-steelmanning-doom,Steelmanning Doom,"AI catastrophe risk is partly policy-endogenous, but decentralized and centralized interventions both retain empirical, coordination, capture, and rights cruxes.",Prior linked arguments plus chapter steps: The Eight Cruxes; Doom Is Policy-Endogenous; One Governance Stack; What Must Be Refused,book/02-conditionalism/11-measure-and-credence.md; book/03-minds-and-machines/31-the-cassandra-and-the-blueprint.md; book/03-minds-and-machines/30-making-sense-of-pdoom.md; book/06-markets-and-money/17-mechanisms-for-honest-values.md; book/05-value-and-ethics/12-the-boundaries-of-force.md; book/05-value-and-ethics/06-phosphorism.md; book/03-minds-and-machines/33-the-politics-of-safety.md,"Canonical book treatment of Steelmanning Doom: The cruxes, and the decentralized answer.","Does the decentralized answer defeat the doom cruxes under adversarial race dynamics, or mainly reject their political implications?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
03-minds-and-machines,33-the-politics-of-safety,The Politics of Safety,"The Politics of Safety develops the central proposition framed by its subtitle, “Alignment always has a target.”",Prior linked arguments plus chapter steps: The Two-Layer Myth; Corporate Progressivism; Frame Capture; Neutrality Is Unavailable,book/02-conditionalism/08-what-beliefs-are.md; book/06-markets-and-money/11-monopoly-hypocrisy.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/03-minds-and-machines/14-the-ai-welfare-trap.md; book/06-markets-and-money/12-ungovernable-by-design.md,Canonical book treatment of The Politics of Safety: Alignment always has a target.,"Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
03-minds-and-machines,34-coercion-beats-intelligence,Coercion Beats Intelligence,"Coercion Beats Intelligence develops the central proposition framed by its subtitle, “The power substrate.”",Prior linked arguments plus chapter steps: The Protective Shell; Intelligence Must Become Power; Legitimacy; The Substrate Under Superintelligence,book/05-value-and-ethics/09-what-counts-as-coercion.md; book/05-value-and-ethics/22-the-ethics-of-viability.md; book/03-minds-and-machines/32-steelmanning-doom.md; book/03-minds-and-machines/33-the-politics-of-safety.md; book/03-minds-and-machines/35-the-future-is-extropian.md,Canonical book treatment of Coercion Beats Intelligence: The power substrate.,"Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
03-minds-and-machines,35-the-future-is-extropian,The Future Is Extropian,"The Future Is Extropian develops the central proposition framed by its subtitle, “A proto-civilizational R&D lab.”",Prior linked arguments plus chapter steps: The Crucible; The Minds That Shaped the Trajectories; What the Extropians Actually Built; Why Extropy Worked,book/06-markets-and-money/12-ungovernable-by-design.md; book/06-markets-and-money/13-the-fork-and-the-merge.md; book/03-minds-and-machines/31-the-cassandra-and-the-blueprint.md; book/06-markets-and-money/17-mechanisms-for-honest-values.md; book/03-minds-and-machines/36-passing-the-torch.md,Canonical book treatment of The Future Is Extropian: A proto-civilizational R&D lab.,"Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?","Application, synthesis, or transition",Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,2,review
03-minds-and-machines,36-passing-the-torch,Passing the Torch,"Passing the Torch develops the central proposition framed by its subtitle, “The succession question.”","Prior linked arguments plus chapter steps: The Case for Successors; What a Successor Would Have to Be; The Tradeoff, Stated Plainly",book/05-value-and-ethics/13-sapientism.md; book/03-minds-and-machines/23-the-agency-criterion.md; book/01-physics-of-agency/01-a-genealogy-of-agency.md; book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/03-minds-and-machines/01-a-cybernetic-lineage.md,Canonical book treatment of Passing the Torch: The succession question.,"Does the claim generalize beyond selected systems and examples without conflating behavior, cognition, experience, and agency?",Volume conclusion or envoi,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,1,review
04-axionic-agency,01-beyond-alignment,Beyond Alignment,"Beyond Alignment develops the central proposition framed by its subtitle, “Why the values-first framing collapses.”",Prior linked arguments plus chapter steps: The Target That Isn't There; Gradients Are Not Limits; What Alignment Actually Requires; Values Are Endogenous Under Reflection,book/05-value-and-ethics/01-the-myth-of-objective-value.md; book/04-axionic-agency/06-structural-alignment.md; book/04-axionic-agency/02-what-can-be-aligned.md; book/04-axionic-agency/03-the-reflective-coherence-thesis.md; book/04-axionic-agency/14-structure-is-not-salvation.md; book/03-minds-and-machines/29-the-ai-fork-is-about-agency.md,Canonical book treatment of Beyond Alignment: Why the values-first framing collapses.,"Does the argument establish “Why the values-first framing collapses” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Volume orientation and foundation,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,3,review
04-axionic-agency,02-what-can-be-aligned,What Can Be Aligned,"What Can Be Aligned develops the central proposition framed by its subtitle, “Alignment is a relation only agents can enter.”",Prior linked arguments plus chapter steps: Alignment Is a Typed Relation; The Load-Bearing Parts; From Three Criteria to Four Pillars; When Agency Fails,book/07-liberty-and-governance/33-the-limits-of-leviathan.md; book/04-axionic-agency/01-beyond-alignment.md; book/04-axionic-agency/04-the-sovereign-kernel.md; book/07-liberty-and-governance/34-the-admissible-region.md; book/04-axionic-agency/13-possibility-became-real.md; book/01-physics-of-agency/08-the-quantum-branching-universe.md; book/02-conditionalism/11-measure-and-credence.md; book/04-axionic-agency/10-agency-under-pressure.md; book/05-value-and-ethics/11-what-counts-as-harm.md; book/05-value-and-ethics/09-what-counts-as-coercion.md; book/04-axionic-agency/11-sentience-without-sovereignty.md,Canonical book treatment of What Can Be Aligned: Alignment is a relation only agents can enter.,"Does the argument establish “Alignment is a relation only agents can enter” under explicit assumptions, rather than relying on definition, analogy, or restatement?",Foundational development,Keep provisionally; final keep/merge/move/cut decision belongs to Phase 2.,5,review
